title,id,activity,creation,status
Pathlib .owner() and .group() methods fail on broken links,21322,2014-04-22.09:33:44,2014-04-21.16:42:49,1
TLS and Intermediate Certificates,18617,2014-04-22.00:14:17,2013-08-01.16:58:37,1
Tests for pdb import ~/.pdbrc,18401,2014-04-21.17:17:41,2013-07-08.05:35:46,1
Preserve original representation for integers / floats in docstrings,16801,2014-04-21.05:34:55,2012-12-28.13:04:13,1
sdist fails with symbolic links do non-existing files,21318,2014-04-21.00:31:06,2014-04-21.00:31:06,1
test_compileall test getting failed on 3.4 RC,20760,2014-04-20.18:23:18,2014-02-24.13:06:34,1
urllib2 does not download 4 MB file completely using ftp,15002,2014-04-20.16:47:02,2012-06-04.20:14:41,1
smtplib Sends Commands in Lower-Case,21296,2014-04-20.15:15:28,2014-04-18.11:03:16,1
asynchat documentation needs to be more precise,4744,2014-04-19.21:26:49,2008-12-25.01:22:49,1
Better support for AF_PACKET on opensolaris (illumos),21287,2014-04-19.10:06:26,2014-04-17.18:39:07,1
Add '-p'/'--path0' command line option to override sys.path[0] initialisation,13475,2014-04-18.18:26:06,2011-11-25.00:46:33,1
don't try to link _ctypes with a ffi_convenience library,21277,2014-04-18.16:39:54,2014-04-16.22:44:26,1
Update urllib quoting to RFC 3986,16285,2014-04-18.01:50:23,2012-10-19.10:56:08,1
support title and description in argparse add_mutually_exclusive_group,17218,2014-04-17.23:22:20,2013-02-17.00:38:22,1
"Traceback display code can attempt to open a file named ""<stdin>""",1514420,2014-04-17.21:06:38,2006-06-29.16:13:21,1
pydoc generates invalid docs.python.org link for xml.etree.ElementTree and other modules,16484,2014-04-17.19:25:21,2012-11-16.10:46:28,1
urlencode should accept iterables of pairs,15887,2014-04-17.18:12:11,2012-09-09.10:18:56,1
unicode format does not really work in Python 2.x,15276,2014-04-17.14:14:08,2012-07-07.13:40:47,1
IDLE to support reindent.py,5150,2014-04-17.09:33:32,2009-02-04.08:37:42,1
xml.etree.ElementTree.ElementTree.write attribute sorting,20198,2014-04-17.09:12:28,2014-01-09.01:35:08,1
"ctypes loads wrong version of C runtime, leading to error message box from system",17213,2014-04-17.07:54:01,2013-02-16.05:33:20,1
Updated Mac folder icon,21106,2014-04-17.07:25:28,2014-03-30.21:14:17,1
Add an abstactmethod directive to the Python ReST domain,21240,2014-04-17.06:20:32,2014-04-15.15:57:26,1
nice to have a way to tell if a socket is bound,1062,2014-04-17.05:42:13,2007-08-30.17:53:19,1
CGIHTTPServer does not chdir prior to executing the CGI script,1684,2014-04-16.21:13:35,2007-12-21.21:57:22,1
devguide: compiler - wording,19316,2014-04-16.21:01:46,2013-10-20.12:28:46,1
Provide args and kwargs attributes on mock call objects,21269,2014-04-16.20:48:12,2014-04-16.20:47:42,1
"ConfigParser allows ""get(*, raw=True), but no corresponding ""set(*, raw=True)""",21265,2014-04-16.20:32:41,2014-04-16.19:00:24,1
test_gdb failures on os x 10.9.2,21263,2014-04-16.20:08:54,2014-04-16.18:50:57,1
removing pythonXY.zip from sys.path results in additional test failures,21249,2014-04-16.18:47:11,2014-04-15.22:16:21,1
multiprocessing.dummy.Queue does not expose same interface as multiprocessing.Queue,8690,2014-04-16.18:38:50,2010-05-11.18:39:42,1
Idle: Print filename when running a file from editor,21192,2014-04-16.17:57:43,2014-04-09.21:24:46,1
PropertyMock refuses to raise AttributeErrror as a side effect,21254,2014-04-16.17:03:19,2014-04-16.16:15:17,1
Add a new PyLong_AsUnsignedLongAndOverflow function,21111,2014-04-16.07:33:52,2014-03-31.13:26:36,1
Better error message for setup.py upload command without sdist,21060,2014-04-15.21:32:39,2014-03-25.08:46:37,1
Efficient reverse line iterator,1677872,2014-04-15.20:32:03,2007-03-10.13:47:37,1
Generalize configure check for working Python executable,21242,2014-04-15.18:16:35,2014-04-15.17:50:05,1
doctest doesn't find nested functions,1650090,2014-04-15.14:41:45,2007-02-01.19:20:32,1
Improve os.rename documentation and tests,16278,2014-04-14.21:46:48,2012-10-18.17:36:16,1
"""make altinstall"" installs many files with incorrect shebangs",10318,2014-04-14.21:45:51,2010-11-05.03:10:06,1
Windows registry path not ignored with -E option,8901,2014-04-14.19:53:32,2010-06-05.02:39:23,1
textwrap: Non-breaking space not honored,20491,2014-04-14.17:40:13,2014-02-02.20:46:37,1
Format of TypeError differs between comparison and arithmetic operators,20077,2014-04-14.13:52:40,2013-12-27.01:16:10,1
Name mangling example in Python tutorial,21196,2014-04-14.06:48:45,2014-04-10.12:31:20,1
Add match parameter to filecmp.dircmp to ignore using patterns,1738,2014-04-13.19:00:44,2008-01-04.21:30:31,1
Portable and extended type specifiers for array module,17345,2014-04-13.09:07:53,2013-03-04.08:26:17,1
"Standard type codes for array.array, same as struct",9066,2014-04-13.09:07:38,2010-06-24.04:58:28,1
Potential deadlock in concurrent futures when garbage collection occurs during Queue.get,21009,2014-04-12.13:27:14,2014-03-21.15:47:26,1
Ability to specify the PYTHONPATH via a command line flag,15716,2014-04-12.10:40:55,2012-08-17.00:40:26,1
doctest cause warnings in tests using generators,21178,2014-04-12.08:22:41,2014-04-08.10:49:06,1
distutils --record option does not validate existence of byte-compiled files,20397,2014-04-11.06:11:13,2014-01-26.14:20:14,1
None float format: incomplete documentation,21195,2014-04-11.02:41:28,2014-04-10.12:19:35,1
IDLE: make interactive code savable as a runnable script,11838,2014-04-10.11:12:47,2011-04-12.18:03:08,1
Add quick links table to argparse docs,21150,2014-04-10.00:12:07,2014-04-03.20:47:15,1
statistics.pvariance with known mean does not work as expected,21184,2014-04-09.14:11:01,2014-04-09.03:14:30,1
Doctest capture only AssertionError but not printed text,21183,2014-04-09.03:18:12,2014-04-09.02:13:50,1
Document that distutils doesn't support out-of-source builds,1887,2014-04-08.02:31:55,2008-01-22.00:31:57,1
equivalent functools.partial instances should compare equal,21130,2014-04-06.06:48:08,2014-04-02.07:57:52,1
Class bodies: when does a name become local?,18478,2014-04-05.19:25:05,2013-07-16.23:39:14,1
Can't add files with spaces under bdist_rpm,809163,2014-04-05.12:52:14,2003-09-19.09:10:19,1
Speed up threading.Condition wakeup,15139,2014-04-04.14:18:20,2012-06-22.15:38:31,1
Idle: saving an OutputWindow should default to .txt,21140,2014-04-04.08:15:24,2014-04-03.02:47:39,1
Daily/weekly ABI scan?,21142,2014-04-03.10:41:56,2014-04-03.08:50:16,1
PyMethodDef ml_name is char* instead of const char*,21019,2014-04-02.17:43:48,2014-03-22.10:14:14,1
Segfault when stringifying UnicodeEncodeError (or UnicodeDecodeError) created with __new__(),21134,2014-04-02.17:39:26,2014-04-02.14:10:37,1
test_faulthandler.test_register_chain fails on 64bit ppc/arm with kernel >= 3.10,21131,2014-04-02.10:31:35,2014-04-02.09:17:18,1
Document pickle behavior for subclasses of dicts/lists,4712,2014-04-02.04:07:26,2008-12-21.17:24:03,1
Integrate doctest.run_docstring_examples() with unittest,21126,2014-04-01.18:12:24,2014-04-01.18:12:24,1
Some python extensions can't be compiled with clang 3.4,20767,2014-04-01.13:29:57,2014-02-25.13:33:18,1
argparse.FileType opens a file and never closes it,13824,2014-04-01.07:36:51,2012-01-19.12:25:39,1
Encoding str to IDNA with ellipsis decomposes to empty labels,21103,2014-03-30.20:50:37,2014-03-30.17:57:53,1
"multiprocessing.managers.BaseManager.__init__'s ""serializer"" argument is not documented",21078,2014-03-29.20:30:33,2014-03-27.16:49:51,1
"When interrupted during startup, Python should not call abort() but exit()",19983,2014-03-29.17:41:55,2013-12-15.02:28:58,1
Idle: use pipes instead of sockets to talk with user subprocess,18823,2014-03-29.08:44:01,2013-08-23.23:35:04,1
json module won't parse a float that starts with a decimal point,19871,2014-03-28.22:47:30,2013-12-03.08:21:12,1
imp.frozen_init() incorrectly removes module during reload,21087,2014-03-28.18:31:57,2014-03-28.18:30:43,1
"csv.Sniffer.snif doesn't set up the dialect properly for a csv created with dialect=csv.excel_tab and containing quote ("") char",17829,2014-03-28.10:04:37,2013-04-24.15:06:00,1
Touch up one-line descriptions of modules for module index,21063,2014-03-27.20:31:18,2014-03-25.16:00:11,1
test_xmlrpc waits forever instead of reporting failure,21070,2014-03-26.18:15:24,2014-03-26.17:36:51,1
ssl.getpeercert() should include extensions,20469,2014-03-26.01:19:40,2014-02-01.00:08:42,1
PyArg_ParseTupleAndKeywords doesn't take const char *keywords[],21011,2014-03-25.22:02:19,2014-03-21.16:45:16,1
csv documentation is incorrect,21056,2014-03-25.21:53:22,2014-03-25.04:11:42,1
epoll docs are not clear with regards to CLOEXEC.,20100,2014-03-25.15:55:00,2013-12-31.15:58:14,1
PyTypeObject tp_doc is char* instead of const char*,21024,2014-03-24.01:04:43,2014-03-22.10:18:05,1
PyTypeObject tp_name is char* instead of const char*,21023,2014-03-24.01:04:37,2014-03-22.10:17:29,1
PyMemberDef doc is char* instead of const char*,21022,2014-03-24.01:04:35,2014-03-22.10:16:31,1
PyMemberDef name is char* instead of const char*,21021,2014-03-24.01:04:32,2014-03-22.10:15:59,1
PyMethodDef ml_doc is char* instead of const char*,21020,2014-03-24.01:04:27,2014-03-22.10:15:22,1
ctypes.util.find_library() should return full pathname instead of filename in linux,21042,2014-03-23.22:47:15,2014-03-23.22:47:15,1
curses.unget_wch and test_curses fail when linked with ncurses 5.7 and earlier,15037,2014-03-23.14:08:47,2012-06-08.16:08:32,1
previous trace function still invoked after sys.settrace(),21033,2014-03-23.08:36:13,2014-03-23.08:36:13,1
test_socket: buffer overflow in sock_recvmsg_guts,20937,2014-03-22.20:33:21,2014-03-15.17:07:06,1
"if check_hostname is true, context can't be used for server purposes",21025,2014-03-22.17:25:12,2014-03-22.11:35:11,1
trace: $prefix and $exec_prefix improperly replaced on Fedora,21016,2014-03-22.03:46:20,2014-03-22.03:46:20,1
xmlrpc / httplib changes to allow for certificate verification,13856,2014-03-21.22:14:30,2012-01-24.23:02:54,1
Figure out how to best leverage pip in devinabox,21012,2014-03-21.17:42:42,2014-03-21.16:59:22,1
SocketCan support,10141,2014-03-21.17:03:00,2010-10-19.00:49:25,1
_sre.SRE_Scanner object should have a fullmatch() method,21002,2014-03-21.08:54:46,2014-03-21.01:31:17,1
"Different behaviour on Posix and Windows when using subprocess.Popen(..., cwd=path)",20927,2014-03-21.08:45:52,2014-03-14.16:59:45,1
Add to unittest.TestCase support for using context managers,15351,2014-03-20.23:58:35,2012-07-14.15:33:51,1
Confusing statement about unicode strings in tutorial introduction,20686,2014-03-20.23:14:58,2014-02-19.16:24:55,1
test_startup_imports fails in test_site when executed inside venv,20986,2014-03-20.13:53:35,2014-03-19.20:45:53,1
XML File I/O Misbehavior with open() when the flag is 'r+',20989,2014-03-20.12:53:56,2014-03-20.04:52:18,1
behavioral differences between shutil.unpack_archive and ZipFile.extractall,20907,2014-03-20.12:45:25,2014-03-13.09:46:05,1
Distutils doesn't quote Windows command lines properly,8987,2014-03-20.01:16:43,2010-06-13.05:22:51,1
py3K bdist_msi wrongly installs itself in ALL python versions,8763,2014-03-20.01:12:17,2010-05-19.10:19:49,1
distutils.extension.read_setup_file misinterprets -C switch,6145,2014-03-20.01:02:16,2009-05-29.22:07:00,1
Calling getdents()/readdir64() repeatedly while closing descriptors provides unexpected behaviour.,20979,2014-03-19.23:09:08,2014-03-19.14:53:46,1
upload: improve display for error messages from gpg,7677,2014-03-19.17:29:19,2010-01-11.15:22:33,1
contradictory documentation for prog option of argparse,20970,2014-03-19.14:41:47,2014-03-18.16:42:49,1
"distutils register command should print text, not bytes repr",20900,2014-03-19.14:38:25,2014-03-12.20:59:23,1
IDLE - CallTips enhancement - show full doc-string in new window,1350,2014-03-19.12:30:31,2007-10-28.02:59:54,1
Implement proper comparison operations for in _TotalOrderingMixin in ipaddress module.,20973,2014-03-18.23:03:29,2014-03-18.20:54:29,1
sys.argv docs should explaining how to handle encoding issues,17110,2014-03-18.21:33:01,2013-02-03.04:01:11,1
HTML output of difflib,20971,2014-03-18.20:11:44,2014-03-18.17:19:02,1
Undefined behavior flagged by Clang 3.4 (Python 3.5 from hg),20932,2014-03-18.19:01:30,2014-03-15.02:37:32,1
IDLE : Display function argument list in ClassBrowser,20827,2014-03-18.16:20:53,2014-03-02.15:05:24,1
"Race conditions in shutil.copy, shutil.copy2 and shutil.copyfile",15100,2014-03-18.14:42:15,2012-06-18.11:57:48,1
netrc module does not handle multiple entries for a single host,11416,2014-03-18.10:56:31,2011-03-06.21:14:07,1
The documentation for http.server error_message_format is inadequate.,20112,2014-03-18.08:34:08,2014-01-02.22:32:32,1
sys.executable default and altinstall,10835,2014-03-18.04:36:21,2011-01-05.12:51:33,1
Make sleep configurable in tests,20910,2014-03-17.23:39:13,2014-03-13.13:18:57,1
Add support.check_time_delta(),20964,2014-03-17.23:25:06,2014-03-17.23:23:14,1
"pytime.c:184 and pytime.c:218: runtime error, outside the range of representable values of type 'long'",20941,2014-03-17.22:59:58,2014-03-15.21:48:45,1
Miscellaneous PEP 101 additions,20890,2014-03-17.20:38:38,2014-03-11.12:20:25,1
pickle special methods are looked up on the instance rather than the type,16251,2014-03-17.06:30:44,2012-10-16.18:24:53,1
Missing symbols in Python27.lib (Windows 64bit),20785,2014-03-17.05:46:09,2014-02-26.21:30:21,1
OpenSSL and RDRAND,20952,2014-03-16.23:30:35,2014-03-16.22:43:43,1
Missing platform security integrations,20949,2014-03-16.20:05:42,2014-03-16.19:37:03,1
smtplib doesn't clear helo/ehlo flags on quit,4142,2014-03-16.09:35:13,2008-10-17.20:02:42,1
Two copies of python-config,18257,2014-03-16.05:15:05,2013-06-18.15:04:32,1
distutils: fix build_ext check to find whether we're building Python or not,20212,2014-03-15.12:43:13,2014-01-09.23:03:07,1
Lib/test/test_socket.py: skip testGetServBy if /etc/services is not found,20868,2014-03-15.04:31:16,2014-03-07.22:57:22,1
Build fails when there are no shared extensions to be built,19346,2014-03-15.01:54:48,2013-10-22.11:47:28,1
distutils build_ext.get_outputs returns wrong result,5977,2014-03-15.01:06:19,2009-05-09.13:29:48,1
[patch] Add 2to3 support for displaying warnings as Python comments,1034,2014-03-14.22:44:09,2007-08-27.02:20:52,1
"bdist_rpm should use rpmbuild, not rpm",11122,2014-03-14.20:15:50,2011-02-04.21:19:22,1
lib2to3.fixes.fix_import gets confused if implicit relative imports and absolute imports are on the same line,19510,2014-03-14.19:32:26,2013-11-06.00:27:39,1
fix_import in 2to3 adds spurious relative import (windows),20867,2014-03-14.19:31:29,2014-03-07.21:14:30,1
"""python setup.py sdist upload --show-response"" can fail with ""UnboundLocalError: local variable 'result' referenced before assignment""",10367,2014-03-14.19:21:29,2010-11-08.21:36:51,1
reversed() does not work with weakref.proxy of sequences,19359,2014-03-14.15:14:03,2013-10-23.07:00:08,1
Sub-optimal error message when importing a non-package,19257,2014-03-14.13:16:41,2013-10-14.07:29:15,1
bdist_msi does not deal with pre-release version,6040,2014-03-14.01:41:31,2009-05-16.11:08:24,1
distutils: build should use a version-specific build directory,15419,2014-03-13.21:07:18,2012-07-22.08:32:55,1
bdist_msi: add support for minimum Python version for pure Python projects,5926,2014-03-13.21:06:15,2009-05-04.19:29:42,1
distutils check command: warn if license is specified in both the License and Classifier metadata fields,11219,2014-03-13.20:54:27,2011-02-16.03:22:49,1
Add MSI suport for uninstalling individual versions,5936,2014-03-13.20:51:12,2009-05-05.02:29:59,1
bdist_msi and bdist_wininst are missing an uninstaller icon,4480,2014-03-13.20:50:13,2008-12-01.09:05:42,1
mingw/cygwin do not accept asm file as extension source,2942,2014-03-13.20:49:13,2008-05-22.10:23:39,1
distutils argument parsing is bogus,1109659,2014-03-13.20:46:35,2005-01-26.07:20:57,1
Add support for mingw64 compiler,11723,2014-03-13.20:29:12,2011-03-30.16:41:46,1
distutils should preserve +x bit on data files,5300,2014-03-13.20:26:15,2009-02-17.21:54:53,1
Idle: Enhance font change notification system,20917,2014-03-13.20:10:47,2014-03-13.20:04:57,1
distutils should respect the LIBS configure env var,5572,2014-03-13.20:10:34,2009-03-26.19:16:51,1
setup.py install --dry-run option doesn't work,8501,2014-03-13.20:09:20,2010-04-22.21:35:43,1
bdist_wininst installers should warn if target dir is read-only,13038,2014-03-13.20:07:11,2011-09-23.22:14:31,1
distutils dry-run breaks when attempting to bytecompile,1109658,2014-03-13.20:06:04,2005-01-26.07:19:10,1
'collections.abc' is no longer defined when collections is imported,20784,2014-03-13.16:05:15,2014-02-26.18:25:38,1
PyGILState_Ensure on non-Python thread causes fatal error,20891,2014-03-13.13:48:45,2014-03-11.18:40:13,1
Instance methods compare equal when their self's are equal,1617161,2014-03-13.11:35:46,2006-12-16.21:36:32,1
pkgutil docs should reference glossary terms not PEP 302,20842,2014-03-13.10:32:49,2014-03-03.11:33:20,1
The spawn function should return stderr.,12135,2014-03-13.09:54:58,2011-05-21.14:26:02,1
Update distutils sample config file in Doc/install/index.rst,20464,2014-03-13.09:25:35,2014-01-31.20:55:11,1
Missing dependency in distutils build,5243,2014-03-13.03:58:32,2009-02-13.09:57:07,1
